Job_Title,Skills_Found,JD_Text,URL
Back End Developer (Java),"gcp, pl/sql, spring boot, ci/cd, spring, python, sql, confluence, api, oracle, mysql, jira, git, toeic, english, postgresql, kubernetes, proactive, rest, aws, java","Yêu cầu ứng viên
Have at least 3 years of experience in JAVA (Highly preferred)
Have experience developing web applications
Have Java programming experience
Developed based on Spring, Spring Boot F/W,...",https://www.topcv.vn/viec-lam/back-end-developer-java/1624122.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
"Full Stack Developer (Java, Springboot, React)","spring, html, python, spring boot, aws, mariadb, azure, google cloud, mysql, javascript, java, react","Yêu cầu ứng viên

[Required]

Bachelor's degree of Information Technology or higher
Have working experience and excellent knowledge at software developing using Java, Spring boot
Have working experien...",https://www.topcv.vn/viec-lam/full-stack-developer-java-springboot-react/1783213.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Project Manager,"giao tiếp, tiếng anh, aws, n1, azure, agile, chủ động, tiếng nhật, giải quyết vấn đề, n2","Yêu cầu ứng viên

Bắt buộc:
- Tiếng Nhật N1 (N2 vẫn được xem xét nếu kinh nghiệm nổi bật)
- Tối thiểu 5 năm kinh nghiệm quản lý dự án phát triển hệ thống
- Thành thạo các giai đoạn thiết kế thượng tần...",https://www.topcv.vn/viec-lam/project-manager/1828745.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
"Backend Developer, 2 Năm Kinh Nghiệm, Thu Nhập 15-20 Triệu, Đi Làm Ngay","golang, giao tiếp, linux, tiếng anh, jira, nodejs, git, typescript, mysql, làm việc nhóm, mongodb, postgresql","Yêu cầu ứng viên

1.Trình độ học vấn

Bằng cấp và chuyên ngành: Đại học; Chuyên ngành: công nghệ thông tin, khoa học máy tính, kỹ thuật phần mềm, hệ thống thông tin, an toàn thông tin
Có khả năng đọc ...",https://www.topcv.vn/viec-lam/backend-developer-2-nam-kinh-nghiem-thu-nhap-15-20-trieu-di-lam-ngay/1949689.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Cộng Tác Viên Kinh Doanh Bất Động Sản Nhà Phố - Thu Nhập Ít Nhất 43tr/Căn,,"Yêu cầu ứng viên

- Có điện thoại và phương tiện đi lại.

- Chăm chỉ, ham học hỏi.

- Nam/ Nữ. Từ 18 tuổi trở lên, không cần bằng cấp.

- Bạn có thể làm nhiều công việc cùng nhau....",https://www.topcv.vn/viec-lam/cong-tac-vien-kinh-doanh-bat-dong-san-nha-pho-thu-nhap-it-nhat-43tr-can/1891743.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Nhân Viên Kiểm Thử Phần Mềm (Dự Án Chuyển Đổi Số),"sql, giao tiếp, api, thuyết trình, tư duy logic","Yêu cầu ứng viên

Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính hoặc các ngành liên quan. 
Có 2 năm kinh nghiệm ở vị trí tester, có kinh nghiệm test API, kỹ năng sử dụng SQL đ...",https://www.topcv.vn/brand/fptis/tuyen-dung/nhan-vien-kiem-thu-phan-mem-du-an-chuyen-doi-so-j1937912.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294565
Trưởng Nhóm Đảm Bảo Chất Lượng - QA Leader,"postman, qa, tư duy phản biện, giao tiếp, crm, lãnh đạo, tiếng anh, erp, chủ động","Yêu cầu ứng viên
Tối thiểu 4 năm kinh nghiệm trong lĩnh vực QA, trong đó ít nhất 1 năm ở vị trí QA Leader hoặc Team Lead.
Có kinh nghiệm xây dựng và vận hành quy trình QA, bao gồm test plan, buglist, ...",https://www.topcv.vn/viec-lam/truong-nhom-dam-bao-chat-luong-qa-leader/1947028.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
Chuyên Viên IT System,"giao tiếp, làm việc nhóm, tiếng anh","Yêu cầu ứng viên

1.Yêu cầu công việc

Bạn là người đam mê với công nghệ, có hiểu biết về phần cứng, mạng lưới, hệ điều hành, bảo mật mạng.
Tốt nghiệp chuyên ngành CNTT hoặc Điện tử viễn thông (mạng v...",https://www.topcv.vn/viec-lam/chuyen-vien-it-system/1945595.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294565
Kiến Trúc Sư Phần Mềm Cấp Cao,"c++, tensorflow, pytorch, giao tiếp, lãnh đạo, machine learning","Yêu cầu ứng viên

• Bằng cử nhân trở lên trong các ngành Khoa học Máy tính, Kỹ thuật Phần mềm hoặc lĩnh vực liên quan.
• Tối thiểu 5 năm kinh nghiệm phát triển phần mềm C++, trong đó ít nhất 3 năm giữ...",https://www.topcv.vn/viec-lam/kien-truc-su-phan-mem-cap-cao/1871795.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Unity Developer (Middle/Senior),"chủ động, làm việc nhóm, tiếng anh","Yêu cầu ứng viên
Đam mê chơi và làm Game cho thị trường quốc tế
Có kiến thức và ít nhất 3 năm kinh nghiệm làm game bằng Unity
Đọc hiểu tiếng Anh chuyên ngành
Có kiến thức về cấu trúc dữ liệu, thuật to...",https://www.topcv.vn/viec-lam/unity-developer-middle-senior/1829457.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Chuyên Viên Triển Khai Phần Mềm Y Tế - HIS,"sql, giao tiếp, angular, chủ động, c#, bảo mật thông tin, giải quyết vấn đề","Yêu cầu ứng viên

Yêu cầu năng lực và kinh nghiệm:

- Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính, Kỹ thuật phần mềm hoặc Hệ thống thông tin.

- Kinh nghiệm:

+ Có kiến thức...",https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-phan-mem-y-te-his/1940933.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Chuyên Viên Sản Phẩm (Product Executive),"figma, ux, giao tiếp, marketing, ui, ui/ux, tiếng anh, sketch, digital marketing, photoshop, quản lý thời gian, làm việc nhóm","Yêu cầu ứng viên

Đã tốt nghiệp Đại học các chuyên ngành có liên quan.
Năng động, tỉ mỉ, ham học hỏi và có tinh thần trách nhiệm cao.
Có tính kỷ luật cao và khả năng quản lý thời gian tốt.
Thành thạo ...",https://www.topcv.vn/viec-lam/chuyen-vien-san-pham-product-executive/1923289.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294589
Business Analyst (BA),"logistics, logical thinking, sql, proactive, teamwork, presentation, business intelligence, looker, bigquery, e-commerce, communication","Yêu cầu ứng viên
2 years of experience in data analysis, business intelligence, operations, or planning, preferably in logistics, transportation, or e-commerce.
Proficient in Google Sheets/Excel; expe...",https://www.topcv.vn/viec-lam/business-analyst-ba/1943861.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Lập Trình Viên - Thu Nhập Hẫn Dẫn - Khu Vực Tây Hồ,"html, ux, ui, vue, ui/ux, unix, linux, asp.net, sql, mã hóa, oracle, windows server, sql server, next.js, c#, .net, vue.js, react","Yêu cầu ứng viên

- Từ 3 năm kinh nghiệm về lập trình web; có kinh nghiệm triển khai thành công tối thiểu 2 dự án quy mô trung bình.

- Có kinh nghiệm lập trình Front-End. Có khả năng thiết kế giao di...",https://www.topcv.vn/viec-lam/lap-trinh-vien-thu-nhap-han-dan-khu-vuc-tay-ho/547874.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
"Kỹ Sư Lập Trình PLC, Robot (Thu Nhập Từ 20 - 35 Triệu, Thưởng Theo Kết Quả Kinh Doanh, Dự Án..)","giao tiếp, giải quyết vấn đề, tiếng anh, thuyết trình","Yêu cầu ứng viên

Trình độ học vấn:

- Tốt nghiệp Cao Đẳng/ Đại học ngành: Điện, Điện tử, Cơ điện tử, Tự động hóa, Điều khiển tự động hóa...

- Có kinh nghiệm lập trình PLC từ 3 năm trở lên, ưu tiên l...",https://www.topcv.vn/viec-lam/ky-su-lap-trinh-plc-robot-thu-nhap-tu-20-35-trieu-thuong-theo-ket-qua-kinh-doanh-du-an/1937913.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Thực Tập Sinh Trợ Lý Giám Đốc,"giao tiếp, sáng tạo, tiếng anh, quản lý thời gian, thuyết trình, tài chính","Yêu cầu ứng viên
Không yêu cầu kinh nghiệm
Ưu tiên nữ, sinh viên năm 4 hoặc đang chờ bằng các ngành Ngoại thương, Kinh tế, Tài chính, Quản trị kinh doanh, Ngoại ngữ, Luật kinh tế,...
Thành thạo tin họ...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tro-ly-giam-doc/1180702.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294603
Chuyên Viên Business Analyst - Kinh Nghiệm HIS,"giao tiếp, api, mysql, chủ động","Yêu cầu ứng viên
Có kinh nghiệm làm việc với phần mềm Y tế HIS
Trình độ chuyên môn: Tốt nghiệp cao đẳng trở lên
Có kinh nghiệm test, nghiệm thu các phần mềm quy trình hóa các công việc liên quan đến y...",https://www.topcv.vn/viec-lam/chuyen-vien-business-analyst-kinh-nghiem-his/1657234.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Chuyên Viên Phát Triển Frontend,"html, css, teamwork, devops, angular, azure, typescript, scss, reactjs, restful, api, tiếng anh, docker, javascript, k8s, graphql, git, chủ động, aws","Yêu cầu ứng viên
Sử dụng thành thạo và có kiến thức chuyên sâu về HTML, CSS, SCSS, Javascript và Typescript
Có kinh nghiệm ít nhất 3 năm, thành thạo Angular và ReactJs (ưu tiên Angular).
Thành thạo xử...",https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-frontend/1952882.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
Experienced Business Analyst,"communication, teamwork, business analyst, agile, english, leadership","Yêu cầu ứng viên
At least 2 years’ relevant experience as a Business Analyst (or similar capacity) with a proven track record of successful project delivery. eCommerce experience is not compulsory, bu...",https://www.topcv.vn/viec-lam/experienced-business-analyst/1891659.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Trưởng Phòng IT (Công Nghệ Thông Tin),"gcp, sql, aws, data warehouse, bi, tableau, looker, azure, etl, power bi","Yêu cầu ứng viên
Tốt nghiệp CNTT, Toán – Thống kê, Hệ thống thông tin quản lý hoặc tương đương.
3–5 năm kinh nghiệm về quản lý dữ liệu/BI/Data Engineer.
Thành thạo SQL, NoSQL, ETL, Data Warehouse, Clo...",https://www.topcv.vn/viec-lam/truong-phong-it-cong-nghe-thong-tin/1951433.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294603
Chuyên Viên Phân Tích Nghiệp Vụ Tiếng Hàn,"phân tích nghiệp vụ, ngân hàng, giao tiếp, thuyết trình, làm việc nhóm, tiếng hàn, giải quyết vấn đề, tài chính","Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Kinh tế, Tài chính ngân hàng hoặc ngành liên quan
Có từ 1 năm kinh nghiệm ở vị trí tương đương
Thành thạo Tiếng Hàn
Thành thạo các...",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-tieng-han/1450382.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Nhân Viên Chứng Từ Logistics - Chỉ Tuyển Nữ - Ít Nhất 6 Tháng Kinh Nghiệm,tiếng anh,"Yêu cầu ứng viên
Giới tính NỮ
Bằng cấp Cao Đẳng hoặc Đại học ngành liên quan
Kinh nghiệm: ít nhất 6 tháng trở lên
Cẩn thận, nhanh nhẹn, thái độ trách nhiệm làm việc cao, cầu tiến, siêng năng.
Nắm vững...",https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-logistics-chi-tuyen-nu-it-nhat-6-thang-kinh-nghiem/1937587.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294589
Java Developer,"spring, html, css, struts, javascript, mysql, java, hibernate","Yêu cầu ứng viên
A Bachelor’s degree in software engineering, computer science, or a related field.
2+ years of demonstrable experience in Java development.
Strong knowledge of Java languages and web ...",https://www.topcv.vn/viec-lam/java-developer/1942194.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Thực Tập Sinh IT Comtor,"tiếng nhật, n2","Yêu cầu ứng viên

• Nam, nữ, trình độ Đại học, chuyên ngành Tiếng Nhật.
• Trình độ Tiếng Nhật từ N2 trở lên, sử dụng thành thạo Tiếng Nhật cả 4 kỹ năng.
• Thành thạo các phần mềm văn phòng: MS Word, M...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-it-comtor/1950602.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294603
Nhân Viên Lập Trình Và Vận Hành PLC,,"Yêu cầu ứng viên

YÊU CẦU ỨNG VIÊN:

- Kinh nghiệm: Tối thiểu 5 năm kinh nghiệm thực tế trong vai trò PLC Programmer.

- Trình độ học vấn: Không bắt buộc; kinh nghiệm lâu năm có liên quan sẽ được xem ...",https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-va-van-hanh-plc/1944563.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
IT System Administration,"sql, giao tiếp, sáng tạo, tiếng anh, vmware, erp, windows server, sap","Yêu cầu ứng viên

Kinh nghiệm:

Kinh nghiệm quản trị hệ thống network, server cho các doanh nghiệp với quy mô 1000 users
Có khả năng làm việc chuyên sâu với các thiết bị mạng và server của Cisco, HP, ...",https://www.topcv.vn/viec-lam/it-system-administration/1874857.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Business Analyst,"giao tiếp, ba","Yêu cầu ứng viên
Có kinh nghiệm tham gia xây dựng, triển khai dự án cho khối Cơ quan Nhà nước (GOV).
Thành thạo công cụ nghiệp vụ hỗ trợ cho công việc BA.
Kỹ năng làm việc, giao tiếp , phân tích xử lý...",https://www.topcv.vn/viec-lam/business-analyst/1946285.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Kỹ Sư Vận Hành Ứng Dụng,"ngân hàng, sql, linux, oracle, tài chính","Yêu cầu ứng viên
Tốt nghiệp đại học các ngành Công nghệ thông tin, điện tử viễn thông, tài chính, ngân hàng, toán tin.
Có kiến thức về phần mềm ứng dụng trong lĩnh vực tài chính ngân hàng.
Có kiến thứ...",https://www.topcv.vn/viec-lam/ky-su-van-hanh-ung-dung/1953013.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
Trưởng Phòng Bảo Trì Hệ Thống (SFC),"tiếng trung, tiếng anh","Yêu cầu ứng viên
Tốt nghiệp chuyên ngành công nghệ thông tin hoặc các ngành khác có liên quan
Có từ 5 năm kinh nghiệm làm việc ở các nhà máy sản xuất hoặc ngành nghề liên quan
Có kinh nghiệm sử dụng v...",https://www.topcv.vn/viec-lam/truong-phong-bao-tri-he-thong-sfc/1849107.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
IT Project Manager (Junior),"waterfall, giao tiếp, đàm phán, tiếng anh, jira, ba, trello, quản lý thời gian, agile, chủ động, làm việc nhóm","Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Quản lý dự án, hoặc các ngành liên quan.
Tiếng Anh giao tiếp thành thạo.
Có tối thiểu 1 năm kinh nghiệm tham gia quản lý hoặc triể...",https://www.topcv.vn/viec-lam/it-project-manager-junior/1831769.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Java Developer,"spring boot, restful, spring, microservices, confluence, api, docker, java, agile, scrum, k8s, maven, grpc, testing, jira, english, communication, postgresql, rabbitmq","Yêu cầu ứng viên

Required Skills & Experience

4+ years of software development experience with Java.
Solid experience with Java Spring Boot 3.x.x and building large-scale web applications.
Experienc...",https://www.topcv.vn/viec-lam/java-developer/1949749.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Trưởng Phòng Kinh Doanh Khách Hàng Doanh Nghiệp,"giao tiếp, b2b, đàm phán, lãnh đạo, chủ động","Yêu cầu ứng viên
Tốt nghiệp đại học chuyên ngành Quản trị Kinh doanh, Kinh tế, CNTT hoặc các ngành liên quan
Có ít nhất 3 năm kinh nghiệm trong lĩnh vực kinh doanh B2B, ưu tiên ứng viên có kinh nghiệm...",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-khach-hang-doanh-nghiep/1819464.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Mobile Developer - Middle Level (Android/ Product),"kotlin, android, java, tư duy logic","Yêu cầu ứng viên

Có kinh nghiệm từ 3 năm trở lên Middle Level trong phát triển ứng dụng di động.
Nắm rõ Lập trình hướng đối tượng (OOP), Cấu trúc dữ liệu và Giải thuật.
Ngôn ngữ lập trình: Thành thạo...",https://www.topcv.vn/viec-lam/mobile-developer-middle-level-android-product/1944938.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Nhân Viên Business Analyst - Mức Lương Thỏa Thuận Theo Năng Lực (Làm Việc Thứ 2-6),"chủ động, làm việc nhóm, logistics","Yêu cầu ứng viên
Tốt nghiệp chuyên ngành CNTT tại các trường Đại học, Cao đẳng
Có tối thiểu 3 năm kinh nghiệm ở vị trí tương đương trở lên
Có kinh nghiệm làm việc trong lĩnh vực Logistics, Xuất nhập k...",https://www.topcv.vn/viec-lam/nhan-vien-business-analyst-muc-luong-thoa-thuan-theo-nang-luc-lam-viec-thu-2-6/1940172.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294589
Nhân Viên Kỹ Thuật - Lương Up To 15tr - Tại Hà Nội,"giao tiếp, tiếng anh, dịch vụ khách hàng","Yêu cầu ứng viên
Tốt nghiệp Trung cấp trở lên.
Kỹ tính, nhanh nhẹn, thân thiện, nhiệt tình, trung thực và trách nhiệm.
Khả năng xử lý, giải quyết tình huống tốt, biết lắng nghe khách hàng và giao tiếp...",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-luong-up-to-15tr-tai-ha-noi/1934450.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
IT Risk & Compliance Chief,"communication, banking, teamwork, information security, english","Yêu cầu ứng viên

- Bachelors in Information Technology or Law (or equivalent);

- 2+ years of experience in IT Compliance or IT Audit;

- Have knowledge on GRC (Governance, Risk and Compliance);

- U...",https://www.topcv.vn/viec-lam/it-risk-compliance-chief/1901395.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Kỹ Sư Hệ Thống (Server – Storage – Virtualization),"vmware, linux, windows server, tiếng anh","Yêu cầu ứng viên

- Có kinh nghiệm triển khai hoặc vận hành hệ thống máy chủ, lưu trữ, SAN, backup.

- Có kinh nghiệm cơ bản với ảo hóa (VMware, Hyper-V).

- Hiểu biết hệ điều hành Linux/Windows Serve...",https://www.topcv.vn/viec-lam/ky-su-he-thong-server-storage-virtualization/1953028.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
