Job_Title,Skills_Found,JD_Text,URL
Nữ Trợ Lý Giám Đốc Có Kinh Nghiệm Ít Nhất 2 Năm,,"Yêu cầu ứng viên
Tốt nghiệp Đại Học kinh tế Quốc Dân, ĐH Ngoại Thương ( ưu tiên ngành quản trị , kinh doanh , Dược, Mỹ phẩm ... )
Thành thạo tiếng Anh và tiếng Trung ( nghe nói , đọc , viết)
Có ít nhất 2 năm kinh nghiệm ở vị trí Trợ Lý , Thư ký , hành chính
Kỹ năng tổ chức , giao tiếp tốt , làm việc...",https://www.topcv.vn/viec-lam/nu-tro-ly-giam-doc-co-kinh-nghiem-it-nhat-2-nam/1944487.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Korean Bridge Software Engineer - Kỹ Sư Cầu Nối Tiếng Hàn,"project management, software engineering, communication, teamwork, english","Yêu cầu ứng viên

[Required]

Bachelor's Degree
From 1 year of experience translating/interpreting in the IT field
Strong written and verbal communication skills in Korean
TOPIK 5 or higher
Strong written and reading in English (TOEIC 650)
Self-motivated and eager to learn (in business domain, softw...",https://www.topcv.vn/viec-lam/korean-bridge-software-engineer-ky-su-cau-noi-tieng-han/1696963.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
"Backend Developer, 2 Năm Kinh Nghiệm, Thu Nhập 15-20 Triệu, Đi Làm Ngay","mysql, postgresql, mongodb, linux","Yêu cầu ứng viên

1.Trình độ học vấn

Bằng cấp và chuyên ngành: Đại học; Chuyên ngành: công nghệ thông tin, khoa học máy tính, kỹ thuật phần mềm, hệ thống thông tin, an toàn thông tin
Có khả năng đọc hiểu tài liệu Tiếng Anh.

2. Kinh nghiệm liên quan Backend:

Số năm kinh nghiệm: Từ 02 năm trở lên t...",https://www.topcv.vn/viec-lam/backend-developer-2-nam-kinh-nghiem-thu-nhap-15-20-trieu-di-lam-ngay/1949689.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Java Developer - Up To $3200,"java, sql, sql server, postgresql, oracle, cloud, english","Yêu cầu ứng viên
Bachelor’s degree in Computer Science/IT or related field
Well-communicate in English.
Minimum 2 years of professional experience as a Java Developer.
Knowledge of Spring/Spring Boot essential.
Database technologies: Postgres and Redis desirable.
Experience building ReSTful APIs ess...",https://www.topcv.vn/viec-lam/java-developer-up-to-3200/1953698.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
"Full Stack Developer (Java, Springboot, React)","python, java, javascript, mysql, react, cloud","Yêu cầu ứng viên

[Required]

Bachelor's degree of Information Technology or higher
Have working experience and excellent knowledge at software developing using Java, Spring boot
Have working experience and excellent knowledge at software developing using React, HTML, JavaScript
Good knowledge about...",https://www.topcv.vn/viec-lam/full-stack-developer-java-springboot-react/1783213.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
MES System Developer (ASP.NET),"javascript, sql, sql server, oracle, communication, problem solving, english","Yêu cầu ứng viên
Bachelor's degree in Computer Science, Information Technology, or a related field.
At least 2 years of hands-on experience with ASP.NET development (Web Forms or MVC).
Experience working with HTML, CSS, JavaScript, and Bootstrap for UI development.
Experience working with relational...",https://www.topcv.vn/viec-lam/mes-system-developer-asp-net/1754620.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
"Chuyên Viên Kinh Doanh Dự Án, Giải Pháp CNTT (B2B)",,"Yêu cầu ứng viên
Tốt nghiệp các trường Cao đẳng, Đại học chuyên ngành Thương mại, Kinh tế, CNTT...
Có kinh nghiệm ít nhất từ 2 đến 3 năm kinh doanh trong lĩnh vực CNTT
Ưu tiên ứng viên đã từng làm việc hoặc có quan hệ với đối tác của một trong các ngành: Ngân hàng-Tài chính-Chứng khoán- Bảo hiểm; Ch...",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-du-an-giai-phap-cntt-b2b/1264200.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
2D Artist – Dự Án Game Công Nghệ Thông Tin - 2 Năm Kinh Nghiệm,,"Yêu cầu ứng viên
Có từ 2–3 năm kinh nghiệm Concept Artist, ưu tiên ngành i-gaming và casual/mobile game.
Portfolio mạnh, đặc trưng concept slot game (fantasy, mythology, classic fruit...).
Thành thạo AI image-generation tools (ChatGPT, Leonardo, Shakker, MidJourney...) và công cụ truyền thống như Ph...",https://www.topcv.vn/viec-lam/2d-artist-du-an-game-cong-nghe-thong-tin-2-nam-kinh-nghiem/1955449.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Android Developer (Kotlin),"kotlin, security, english","Yêu cầu ứng viên
At least 2.5+ years of experience working on projects using Android Kotlin
Working experience in Agile Scrum development process
Able to communicate in English (write emails, chat, ...)

Nice to have:

Experience working with domain Payment, EMV, security, etc.
Experience with Perfo...",https://www.topcv.vn/viec-lam/android-developer-kotlin/1957224.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Thực Tập Sinh Công Nghệ Thông Tin ( Có Lương),php,"Yêu cầu ứng viên
Có kiến thức cơ bản về web PHP, app, design web
Am hiểu về UX/UI, các công nghệ phần mềm website là lợi thế
Làm việc theo nhóm, trách nhiệm xây dựng trong công việc
Giao tiếp, vi tính văn phòng...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-cong-nghe-thong-tin-co-luong/1947625.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
"Tester Tiếng Nhật (N3/N2, Không Yêu Cầu Kinh Nghiệm)",testing,"Yêu cầu ứng viên
Tiếng Nhật sử dụng thành thạo (trình độ tương đương N3 hoặc N2 trở lên).
Có khả năng truyền đạt và xử lý vấn đề tốt.
Có khả năng học hỏi và lĩnh hội kiến thức mới tốt, cẩn thận, chu đáo.

Ưu tiên/Lợi thế:

Đã tham gia khóa học đào tạo testing.
Ứng viên có kinh nghiệm làm tại môi trư...",https://www.topcv.vn/viec-lam/tester-tieng-nhat-n3-n2-khong-yeu-cau-kinh-nghiem/1957903.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Middle - Senior Fullstack Developer (Golang/Python/Java),"python, java, mysql, postgresql, angular, api, communication, english","Yêu cầu ứng viên

Qualifications/ Experience Requirements:

Minimum 4 years of experience on web development
Experience with at least one of the languages: Golang, Java, Python, NodeJs is a plus (2 years)
Proficient with API design, system design, software architecture
Proficient with Clean Code and...",https://www.topcv.vn/viec-lam/middle-senior-fullstack-developer-golang-python-java/1947398.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Talented Developers (C++ / C#),"c#, c, sql, communication","Yêu cầu ứng viên

C++ Developer

3+ years of hands-on experience with C++
Experience in Windows desktop application development
Knowledge of OOP (Object-Oriented Programming) and design patterns
Familiarity with network communication (TCP/IP) and Client/Server architecture
SQL database experience (e...",https://www.topcv.vn/viec-lam/talented-developers-c-c/1948733.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Chuyên Viên/Nhân Viên Vận Hành Hệ Thống,,"Yêu cầu ứng viên
Cao đẳng/Đại học ngành Công nghệ thông tin hoặc lĩnh vực liên quan.
Tối thiểu 3 năm kinh nghiệm hỗ trợ vận hành phân hệ SAP PP/QM và có kiến thức về hệ thống quản lý sản xuất thông minh (Smart Factory).
Có kinh nghiệm làm việc và quản lý các phần mềm Non-core (MES/CMMS/…).
Hiểu biết...",https://www.topcv.vn/viec-lam/chuyen-vien-nhan-vien-van-hanh-he-thong/1888758.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Java Backend Developer (Junior-Middle-Senior),"java, javascript, sql, react, angular, vue, cloud, microservices, linux","Yêu cầu ứng viên

[Fresher-Junior]

Có tư duy logic tốt.
Nắm vững Java Core, các thuật toán cơ bản, cùng kiến thức nền tảng về HTML, CSS, và JavaScript.
Thành thạo SQL.
Nhiệt huyết, có tinh thần trách nhiệm cao trong công việc.
Có khả năng tự học hỏi và không ngừng trau dồi kiến thức.

[Middle]

Có ...",https://www.topcv.vn/viec-lam/java-backend-developer-junior-middle-senior/1943119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
Nhân Viên IT Support / Helpdesk- Thu Nhập Upto 17 Triệu - Tại TP.HCM,,"Yêu cầu ứng viên

• Tốt nghiệp Đại học trở lên thuộc chuyên ngành CNTT.

• Có kinh nghiệm 2 năm ở vị trí IT

• Kỹ năng giao tiếp tốt và năng động;

• Có tính chuyên cần, kỷ luật, có tinh thần trách nhiệm ;


...",https://www.topcv.vn/viec-lam/nhan-vien-it-support-helpdesk-thu-nhap-upto-17-trieu-tai-tp-hcm/1951936.html?ta_source=JobSearchList_LinkDetail&u_sr_id=wAN1NnuoXqmfF6fjN6GYwnIv70rc1DH33VfEY9fB_1763584096
